2026-07-20 17:30:00.001 [INFO] [System] COWdeploy Edge Benchmarking Suite (Precision: W8A16)
2026-07-20 17:30:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 17:30:00.030 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 17:30:00.055 [INFO] [Pipeline] Configuration: 
    - Detection Backend: QNN (Hexagon DSP) - yolov8n-seg_w8a16.bin
    - Feature Extractor Backend: QNN (Hexagon DSP) - dinov2_vits14_w8a16.bin
2026-07-20 17:30:00.110 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 17:30:00.120 [INFO] [QNN] Loading libQnnHtp.so (Hexagon Tensor Processor)...
2026-07-20 17:30:00.165 [INFO] [QNN] Loading context binary yolov8n-seg_w8a16.bin to CDSP...
2026-07-20 17:30:00.175 [INFO] [QNN] Model loaded. Optimized for W8A16.
2026-07-20 17:30:00.180 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 17:30:00.210 [DEBUG] [Frame 0000] Decode(GPU): 10.8ms | Preprocess: 1.2ms | YOLO(w8a16): 17.5ms | DINOv2: Skipped | Total: 30.4ms
2026-07-20 17:31:18.558 [DEBUG] [Frame 1336] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 44.8ms
2026-07-20 17:31:18.605 [DEBUG] [Frame 1337] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 47.1ms
2026-07-20 17:31:18.667 [DEBUG] [Frame 1338] Decode(GPU): 10.8ms | Preprocess: 1.4ms | YOLO(w8a16): 17.6ms | DINOv2(w8a16): 30.3ms (2 crops) | Total: 62.7ms
2026-07-20 17:31:18.746 [DEBUG] [Frame 1339] Decode(GPU): 10.4ms | Preprocess: 1.3ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 45.7ms (3 crops) | Total: 78.2ms
2026-07-20 17:31:18.824 [DEBUG] [Frame 1340] Decode(GPU): 10.3ms | Preprocess: 1.5ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 46.3ms (3 crops) | Total: 78.7ms
2026-07-20 17:31:18.887 [DEBUG] [Frame 1341] Decode(GPU): 10.7ms | Preprocess: 1.3ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 29.7ms (2 crops) | Total: 62.6ms
2026-07-20 17:31:18.935 [DEBUG] [Frame 1342] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 14.8ms (1 crops) | Total: 47.7ms
2026-07-20 17:31:18.998 [DEBUG] [Frame 1343] Decode(GPU): 12.5ms | Preprocess: 1.3ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 29.9ms (2 crops) | Total: 63.4ms
2026-07-20 17:31:19.061 [DEBUG] [Frame 1344] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 30.1ms (2 crops) | Total: 62.6ms
2026-07-20 17:31:19.126 [DEBUG] [Frame 1345] Decode(GPU): 12.5ms | Preprocess: 1.1ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 31.4ms (2 crops) | Total: 65.6ms
2026-07-20 17:31:19.203 [DEBUG] [Frame 1346] Decode(GPU): 10.3ms | Preprocess: 1.5ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 44.4ms (3 crops) | Total: 77.2ms
2026-07-20 17:31:19.266 [DEBUG] [Frame 1347] Decode(GPU): 12.7ms | Preprocess: 1.2ms | YOLO(w8a16): 16.5ms | DINOv2(w8a16): 30.0ms (2 crops) | Total: 62.7ms
2026-07-20 17:31:19.347 [DEBUG] [Frame 1348] Decode(GPU): 11.7ms | Preprocess: 1.1ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 46.8ms (3 crops) | Total: 80.7ms
2026-07-20 17:31:19.410 [DEBUG] [Frame 1349] Decode(GPU): 11.1ms | Preprocess: 1.3ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 31.1ms (2 crops) | Total: 63.1ms
2026-07-20 17:31:19.474 [DEBUG] [Frame 1350] Decode(GPU): 12.3ms | Preprocess: 1.3ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 31.0ms (2 crops) | Total: 64.6ms
2026-07-20 17:31:19.520 [DEBUG] [Frame 1351] Decode(GPU): 10.3ms | Preprocess: 1.3ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 46.1ms
2026-07-20 17:31:19.598 [DEBUG] [Frame 1352] Decode(GPU): 11.6ms | Preprocess: 1.4ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 44.4ms (3 crops) | Total: 77.8ms
2026-07-20 17:31:19.681 [DEBUG] [Frame 1353] Decode(GPU): 12.7ms | Preprocess: 1.4ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 46.5ms (3 crops) | Total: 82.5ms
2026-07-20 17:31:19.745 [DEBUG] [Frame 1354] Decode(GPU): 12.5ms | Preprocess: 1.1ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 30.2ms (2 crops) | Total: 63.9ms
2026-07-20 17:31:19.808 [DEBUG] [Frame 1355] Decode(GPU): 11.8ms | Preprocess: 1.2ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 31.4ms (2 crops) | Total: 63.4ms
2026-07-20 17:31:19.889 [DEBUG] [Frame 1356] Decode(GPU): 12.4ms | Preprocess: 1.4ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 44.8ms (3 crops) | Total: 80.3ms
2026-07-20 17:31:19.934 [DEBUG] [Frame 1357] Decode(GPU): 11.0ms | Preprocess: 1.0ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 15.2ms (1 crops) | Total: 45.9ms
2026-07-20 17:31:19.998 [DEBUG] [Frame 1358] Decode(GPU): 11.7ms | Preprocess: 1.0ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 30.5ms (2 crops) | Total: 63.8ms
2026-07-20 17:31:20.046 [DEBUG] [Frame 1359] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 15.2ms (1 crops) | Total: 47.7ms
2026-07-20 17:31:20.111 [DEBUG] [Frame 1360] Decode(GPU): 12.7ms | Preprocess: 1.1ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 30.5ms (2 crops) | Total: 65.5ms
2026-07-20 17:31:20.158 [DEBUG] [Frame 1361] Decode(GPU): 11.2ms | Preprocess: 1.2ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 46.2ms
2026-07-20 17:31:20.221 [DEBUG] [Frame 1362] Decode(GPU): 10.6ms | Preprocess: 1.5ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 30.1ms (2 crops) | Total: 63.4ms
2026-07-20 17:31:20.283 [DEBUG] [Frame 1363] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 30.0ms (2 crops) | Total: 62.5ms
2026-07-20 17:31:20.332 [DEBUG] [Frame 1364] Decode(GPU): 12.4ms | Preprocess: 1.5ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 15.4ms (1 crops) | Total: 49.0ms
2026-07-20 17:31:20.379 [DEBUG] [Frame 1365] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(w8a16): 16.5ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 46.6ms
2026-07-20 17:31:20.459 [DEBUG] [Frame 1366] Decode(GPU): 11.2ms | Preprocess: 1.0ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 46.3ms (3 crops) | Total: 80.0ms
2026-07-20 17:31:20.536 [DEBUG] [Frame 1367] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 45.6ms (3 crops) | Total: 77.2ms
2026-07-20 17:31:20.585 [DEBUG] [Frame 1368] Decode(GPU): 12.4ms | Preprocess: 1.4ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 48.6ms
2026-07-20 17:31:20.665 [DEBUG] [Frame 1369] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 46.8ms (3 crops) | Total: 80.5ms
2026-07-20 17:31:20.746 [DEBUG] [Frame 1370] Decode(GPU): 11.7ms | Preprocess: 1.5ms | YOLO(w8a16): 18.2ms | DINOv2(w8a16): 45.8ms (3 crops) | Total: 80.4ms
2026-07-20 17:31:20.811 [DEBUG] [Frame 1371] Decode(GPU): 12.7ms | Preprocess: 1.1ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 30.6ms (2 crops) | Total: 65.3ms
2026-07-20 17:31:20.892 [DEBUG] [Frame 1372] Decode(GPU): 12.0ms | Preprocess: 1.4ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 46.1ms (3 crops) | Total: 81.2ms
2026-07-20 17:31:20.941 [DEBUG] [Frame 1373] Decode(GPU): 12.5ms | Preprocess: 1.3ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 49.1ms
2026-07-20 17:31:21.019 [DEBUG] [Frame 1374] Decode(GPU): 11.0ms | Preprocess: 1.3ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 44.9ms (3 crops) | Total: 78.1ms
2026-07-20 17:31:21.098 [DEBUG] [Frame 1375] Decode(GPU): 11.5ms | Preprocess: 1.3ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 46.2ms (3 crops) | Total: 78.7ms
2026-07-20 17:31:21.179 [DEBUG] [Frame 1376] Decode(GPU): 12.5ms | Preprocess: 1.4ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 46.4ms (3 crops) | Total: 80.8ms
2026-07-20 17:31:21.258 [DEBUG] [Frame 1377] Decode(GPU): 11.1ms | Preprocess: 1.3ms | YOLO(w8a16): 19.0ms | DINOv2(w8a16): 44.6ms (3 crops) | Total: 79.1ms
2026-07-20 17:31:21.322 [DEBUG] [Frame 1378] Decode(GPU): 12.4ms | Preprocess: 1.0ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 30.0ms (2 crops) | Total: 64.1ms
2026-07-20 17:31:21.382 [DEBUG] [Frame 1379] Decode(GPU): 10.8ms | Preprocess: 1.1ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 29.4ms (2 crops) | Total: 60.4ms
2026-07-20 17:31:21.460 [DEBUG] [Frame 1380] Decode(GPU): 11.8ms | Preprocess: 1.5ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 44.3ms (3 crops) | Total: 78.0ms
2026-07-20 17:31:21.538 [DEBUG] [Frame 1381] Decode(GPU): 12.0ms | Preprocess: 1.5ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 44.3ms (3 crops) | Total: 77.8ms
2026-07-20 17:31:21.601 [DEBUG] [Frame 1382] Decode(GPU): 11.4ms | Preprocess: 1.1ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 29.6ms (2 crops) | Total: 62.5ms
2026-07-20 17:31:21.664 [DEBUG] [Frame 1383] Decode(GPU): 11.3ms | Preprocess: 1.1ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 30.9ms (2 crops) | Total: 63.1ms
2026-07-20 17:31:21.710 [DEBUG] [Frame 1384] Decode(GPU): 10.6ms | Preprocess: 1.3ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 45.7ms
2026-07-20 17:31:21.774 [DEBUG] [Frame 1385] Decode(GPU): 11.4ms | Preprocess: 1.1ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 31.3ms (2 crops) | Total: 64.8ms
2026-07-20 17:31:21.837 [DEBUG] [Frame 1386] Decode(GPU): 11.7ms | Preprocess: 1.2ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 30.0ms (2 crops) | Total: 62.4ms
2026-07-20 17:31:21.882 [DEBUG] [Frame 1387] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(w8a16): 16.5ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 45.6ms
2026-07-20 17:31:21.929 [DEBUG] [Frame 1388] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 47.0ms
2026-07-20 17:31:21.975 [DEBUG] [Frame 1389] Decode(GPU): 11.2ms | Preprocess: 1.3ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 45.7ms
2026-07-20 17:31:22.039 [DEBUG] [Frame 1390] Decode(GPU): 11.3ms | Preprocess: 1.2ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 31.2ms (2 crops) | Total: 64.0ms
2026-07-20 17:31:22.103 [DEBUG] [Frame 1391] Decode(GPU): 11.3ms | Preprocess: 1.3ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 30.1ms (2 crops) | Total: 63.7ms
2026-07-20 17:31:22.165 [DEBUG] [Frame 1392] Decode(GPU): 10.9ms | Preprocess: 1.4ms | YOLO(w8a16): 17.7ms | DINOv2(w8a16): 29.7ms (2 crops) | Total: 61.8ms
2026-07-20 17:31:22.245 [DEBUG] [Frame 1393] Decode(GPU): 12.1ms | Preprocess: 1.3ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 46.1ms (3 crops) | Total: 80.0ms
2026-07-20 17:31:22.294 [DEBUG] [Frame 1394] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 49.2ms
2026-07-20 17:31:22.356 [DEBUG] [Frame 1395] Decode(GPU): 11.6ms | Preprocess: 1.1ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 29.7ms (2 crops) | Total: 62.5ms
2026-07-20 17:31:22.436 [DEBUG] [Frame 1396] Decode(GPU): 11.5ms | Preprocess: 1.4ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 45.2ms (3 crops) | Total: 79.3ms
2026-07-20 17:31:22.498 [DEBUG] [Frame 1397] Decode(GPU): 10.8ms | Preprocess: 1.5ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 31.0ms (2 crops) | Total: 62.7ms
2026-07-20 17:31:22.547 [DEBUG] [Frame 1398] Decode(GPU): 12.3ms | Preprocess: 1.0ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 48.7ms
2026-07-20 17:31:22.626 [DEBUG] [Frame 1399] Decode(GPU): 10.4ms | Preprocess: 1.1ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 46.4ms (3 crops) | Total: 79.3ms
2026-07-20 17:31:22.674 [DEBUG] [Frame 1400] Decode(GPU): 12.6ms | Preprocess: 1.3ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 15.4ms (1 crops) | Total: 48.1ms
2026-07-20 17:31:22.754 [DEBUG] [Frame 1401] Decode(GPU): 12.6ms | Preprocess: 1.0ms | YOLO(w8a16): 16.7ms | DINOv2(w8a16): 45.9ms (3 crops) | Total: 79.2ms
2026-07-20 17:31:22.834 [DEBUG] [Frame 1402] Decode(GPU): 11.8ms | Preprocess: 1.3ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 46.0ms (3 crops) | Total: 81.0ms
2026-07-20 17:31:22.881 [DEBUG] [Frame 1403] Decode(GPU): 10.6ms | Preprocess: 1.5ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 46.6ms
2026-07-20 17:31:22.928 [DEBUG] [Frame 1404] Decode(GPU): 12.6ms | Preprocess: 1.1ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 47.1ms
2026-07-20 17:31:22.989 [DEBUG] [Frame 1405] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 29.5ms (2 crops) | Total: 60.8ms
2026-07-20 17:31:23.068 [DEBUG] [Frame 1406] Decode(GPU): 10.4ms | Preprocess: 1.4ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 45.8ms (3 crops) | Total: 79.3ms
2026-07-20 17:31:23.131 [DEBUG] [Frame 1407] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 31.1ms (2 crops) | Total: 63.1ms
2026-07-20 17:31:23.210 [DEBUG] [Frame 1408] Decode(GPU): 11.1ms | Preprocess: 1.2ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 44.2ms (3 crops) | Total: 78.4ms
2026-07-20 17:31:23.258 [DEBUG] [Frame 1409] Decode(GPU): 11.8ms | Preprocess: 1.3ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 15.2ms (1 crops) | Total: 48.6ms
2026-07-20 17:31:23.337 [DEBUG] [Frame 1410] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 45.3ms (3 crops) | Total: 78.5ms
2026-07-20 17:31:23.382 [DEBUG] [Frame 1411] Decode(GPU): 10.3ms | Preprocess: 1.0ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 45.4ms
2026-07-20 17:31:23.429 [DEBUG] [Frame 1412] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(w8a16): 18.2ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 46.5ms
2026-07-20 17:31:23.509 [DEBUG] [Frame 1413] Decode(GPU): 11.8ms | Preprocess: 1.4ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 46.7ms (3 crops) | Total: 80.7ms
2026-07-20 17:31:23.588 [DEBUG] [Frame 1414] Decode(GPU): 12.2ms | Preprocess: 1.0ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 44.8ms (3 crops) | Total: 78.5ms
2026-07-20 17:31:23.635 [DEBUG] [Frame 1415] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 46.7ms
2026-07-20 17:31:23.681 [DEBUG] [Frame 1416] Decode(GPU): 10.4ms | Preprocess: 1.3ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 46.5ms
2026-07-20 17:31:23.729 [DEBUG] [Frame 1417] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 15.3ms (1 crops) | Total: 47.5ms
2026-07-20 17:31:23.808 [DEBUG] [Frame 1418] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 46.5ms (3 crops) | Total: 79.7ms
2026-07-20 17:31:23.887 [DEBUG] [Frame 1419] Decode(GPU): 11.0ms | Preprocess: 1.5ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 44.8ms (3 crops) | Total: 78.8ms
2026-07-20 17:31:23.951 [DEBUG] [Frame 1420] Decode(GPU): 12.4ms | Preprocess: 1.0ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 30.3ms (2 crops) | Total: 64.1ms
2026-07-20 17:31:24.013 [DEBUG] [Frame 1421] Decode(GPU): 10.6ms | Preprocess: 1.1ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 30.7ms (2 crops) | Total: 61.9ms
2026-07-20 17:31:24.077 [DEBUG] [Frame 1422] Decode(GPU): 11.9ms | Preprocess: 1.5ms | YOLO(w8a16): 17.1ms | DINOv2(w8a16): 31.0ms (2 crops) | Total: 63.8ms
2026-07-20 17:31:24.156 [DEBUG] [Frame 1423] Decode(GPU): 11.6ms | Preprocess: 1.0ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 45.4ms (3 crops) | Total: 79.4ms
2026-07-20 17:31:24.202 [DEBUG] [Frame 1424] Decode(GPU): 11.0ms | Preprocess: 1.5ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 14.7ms (1 crops) | Total: 45.7ms
2026-07-20 17:31:24.251 [DEBUG] [Frame 1425] Decode(GPU): 12.2ms | Preprocess: 1.4ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 49.2ms
2026-07-20 17:31:24.332 [DEBUG] [Frame 1426] Decode(GPU): 12.6ms | Preprocess: 1.1ms | YOLO(w8a16): 18.2ms | DINOv2(w8a16): 45.9ms (3 crops) | Total: 81.1ms
2026-07-20 17:31:24.380 [DEBUG] [Frame 1427] Decode(GPU): 11.3ms | Preprocess: 1.2ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 47.3ms
2026-07-20 17:31:24.427 [DEBUG] [Frame 1428] Decode(GPU): 11.9ms | Preprocess: 1.1ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 47.3ms
2026-07-20 17:31:24.505 [DEBUG] [Frame 1429] Decode(GPU): 11.9ms | Preprocess: 1.4ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 45.5ms (3 crops) | Total: 78.2ms
2026-07-20 17:31:24.585 [DEBUG] [Frame 1430] Decode(GPU): 12.2ms | Preprocess: 1.1ms | YOLO(w8a16): 16.5ms | DINOv2(w8a16): 47.1ms (3 crops) | Total: 79.6ms
2026-07-20 17:31:24.631 [DEBUG] [Frame 1431] Decode(GPU): 10.9ms | Preprocess: 1.2ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 14.7ms (1 crops) | Total: 46.3ms
2026-07-20 17:31:24.678 [DEBUG] [Frame 1432] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(w8a16): 18.2ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 46.5ms
2026-07-20 17:31:24.741 [DEBUG] [Frame 1433] Decode(GPU): 10.2ms | Preprocess: 1.1ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 30.8ms (2 crops) | Total: 63.1ms
2026-07-20 17:31:24.801 [DEBUG] [Frame 1434] Decode(GPU): 10.7ms | Preprocess: 1.0ms | YOLO(w8a16): 16.5ms | DINOv2(w8a16): 29.6ms (2 crops) | Total: 60.4ms
2026-07-20 17:31:24.863 [DEBUG] [Frame 1435] Decode(GPU): 10.9ms | Preprocess: 1.1ms | YOLO(w8a16): 17.3ms | DINOv2(w8a16): 29.7ms (2 crops) | Total: 61.6ms
2026-07-20 17:31:24.909 [DEBUG] [Frame 1436] Decode(GPU): 10.3ms | Preprocess: 1.3ms | YOLO(w8a16): 17.6ms | DINOv2(w8a16): 15.2ms (1 crops) | Total: 46.0ms
2026-07-20 17:31:24.971 [DEBUG] [Frame 1437] Decode(GPU): 10.4ms | Preprocess: 1.4ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 29.7ms (2 crops) | Total: 62.4ms
2026-07-20 17:31:25.017 [DEBUG] [Frame 1438] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 14.7ms (1 crops) | Total: 46.3ms
2026-07-20 17:31:25.065 [DEBUG] [Frame 1439] Decode(GPU): 11.3ms | Preprocess: 1.2ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 48.2ms
2026-07-20 17:31:25.143 [DEBUG] [Frame 1440] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 46.0ms (3 crops) | Total: 77.9ms
2026-07-20 17:31:25.207 [DEBUG] [Frame 1441] Decode(GPU): 10.5ms | Preprocess: 1.2ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 31.3ms (2 crops) | Total: 63.9ms
2026-07-20 17:31:25.273 [DEBUG] [Frame 1442] Decode(GPU): 11.7ms | Preprocess: 1.1ms | YOLO(w8a16): 18.9ms | DINOv2(w8a16): 31.2ms (2 crops) | Total: 65.3ms
2026-07-20 17:31:25.337 [DEBUG] [Frame 1443] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 30.9ms (2 crops) | Total: 64.4ms
2026-07-20 17:31:25.401 [DEBUG] [Frame 1444] Decode(GPU): 11.0ms | Preprocess: 1.0ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 31.0ms (2 crops) | Total: 63.9ms
2026-07-20 17:31:25.482 [DEBUG] [Frame 1445] Decode(GPU): 11.1ms | Preprocess: 1.3ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 46.7ms (3 crops) | Total: 80.5ms
2026-07-20 17:31:25.529 [DEBUG] [Frame 1446] Decode(GPU): 11.4ms | Preprocess: 1.1ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 47.2ms
2026-07-20 17:31:25.575 [DEBUG] [Frame 1447] Decode(GPU): 10.7ms | Preprocess: 1.1ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 46.5ms
2026-07-20 17:31:25.657 [DEBUG] [Frame 1448] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 46.9ms (3 crops) | Total: 82.3ms
2026-07-20 17:31:25.721 [DEBUG] [Frame 1449] Decode(GPU): 11.8ms | Preprocess: 1.2ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 31.1ms (2 crops) | Total: 64.0ms
2026-07-20 17:31:25.767 [DEBUG] [Frame 1450] Decode(GPU): 10.7ms | Preprocess: 1.3ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 45.5ms
2026-07-20 17:31:25.815 [DEBUG] [Frame 1451] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(w8a16): 19.0ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 47.9ms
2026-07-20 17:31:25.880 [DEBUG] [Frame 1452] Decode(GPU): 12.2ms | Preprocess: 1.4ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 30.7ms (2 crops) | Total: 64.8ms
2026-07-20 17:31:25.959 [DEBUG] [Frame 1453] Decode(GPU): 11.8ms | Preprocess: 1.4ms | YOLO(w8a16): 17.3ms | DINOv2(w8a16): 45.8ms (3 crops) | Total: 79.8ms
2026-07-20 17:31:26.039 [DEBUG] [Frame 1454] Decode(GPU): 11.6ms | Preprocess: 1.4ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 45.6ms (3 crops) | Total: 79.7ms
2026-07-20 17:31:26.102 [DEBUG] [Frame 1455] Decode(GPU): 12.0ms | Preprocess: 1.5ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 29.5ms (2 crops) | Total: 63.2ms
2026-07-20 17:31:26.183 [DEBUG] [Frame 1456] Decode(GPU): 10.9ms | Preprocess: 1.3ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 46.7ms (3 crops) | Total: 80.4ms
2026-07-20 17:31:26.247 [DEBUG] [Frame 1457] Decode(GPU): 11.7ms | Preprocess: 1.4ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 30.0ms (2 crops) | Total: 63.9ms
