2026-07-20 18:30:00.001 [INFO] [System] COWdeploy Ultimate Pipelined Benchmark (DMA-BUF Zero-Copy)
2026-07-20 18:30:00.001 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 18:30:00.001 [INFO] [System] OS: Ubuntu 24.04.2 LTS aarch64
2026-07-20 18:30:00.001 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:30:00.001 [INFO] [Pipeline] Configuration: 
    - Architecture: 3-Stage Asynchronous Pipeline (Decode -> Detect -> Extract)
    - Zero-Copy: DMA-BUF (ION Memory) FD passing enabled
    - Detection Backend: TFLite (Hexagon DSP Delegate) [W8A8]
    - Feature Extractor Backend: TFLite (Hexagon DSP Delegate) [W8A8]
2026-07-20 18:30:00.056 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 18:30:00.071 [INFO] [Video] V4L2 Hardware Decoder initialized. DMA-BUF Export enabled.
2026-07-20 18:30:00.116 [INFO] [Accelerator] Loading Hexagon DSP drivers and TFLite delegates...
2026-07-20 18:30:00.236 [INFO] [Accelerator] TFLite Context loaded successfully to CDSP. DMA-BUF Import enabled.
2026-07-20 18:30:00.241 [INFO] [Pipeline] Starting multi-threaded pipeline processing loop...
2026-07-20 18:30:00.274 [DEBUG] [Pipeline-Sink] Frame 0000 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:44.173 [DEBUG] [Pipeline-Sink] Frame 1317 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 34.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.4ms
2026-07-20 18:30:44.207 [DEBUG] [Pipeline-Sink] Frame 1318 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.9ms
2026-07-20 18:30:44.240 [DEBUG] [Pipeline-Sink] Frame 1319 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 22.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.2ms
2026-07-20 18:30:44.273 [DEBUG] [Pipeline-Sink] Frame 1320 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 22.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.1ms
2026-07-20 18:30:44.307 [DEBUG] [Pipeline-Sink] Frame 1321 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.6ms
2026-07-20 18:30:44.340 [DEBUG] [Pipeline-Sink] Frame 1322 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.1ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.4ms
2026-07-20 18:30:44.373 [DEBUG] [Pipeline-Sink] Frame 1323 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 21.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.5ms
2026-07-20 18:30:44.407 [DEBUG] [Pipeline-Sink] Frame 1324 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 23.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.6ms
2026-07-20 18:30:44.440 [DEBUG] [Pipeline-Sink] Frame 1325 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:44.473 [DEBUG] [Pipeline-Sink] Frame 1326 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 34.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.7ms
2026-07-20 18:30:44.507 [DEBUG] [Pipeline-Sink] Frame 1327 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.4ms
2026-07-20 18:30:44.540 [DEBUG] [Pipeline-Sink] Frame 1328 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 33.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.1ms
2026-07-20 18:30:44.573 [DEBUG] [Pipeline-Sink] Frame 1329 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 23.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.6ms
2026-07-20 18:30:44.607 [DEBUG] [Pipeline-Sink] Frame 1330 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.9ms
2026-07-20 18:30:44.640 [DEBUG] [Pipeline-Sink] Frame 1331 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 34.1ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.0ms
2026-07-20 18:30:44.673 [DEBUG] [Pipeline-Sink] Frame 1332 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 32.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.4ms
2026-07-20 18:30:44.707 [DEBUG] [Pipeline-Sink] Frame 1333 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 23.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.5ms
2026-07-20 18:30:44.740 [DEBUG] [Pipeline-Sink] Frame 1334 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 33.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.9ms
2026-07-20 18:30:44.773 [DEBUG] [Pipeline-Sink] Frame 1335 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 22.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.5ms
2026-07-20 18:30:44.807 [DEBUG] [Pipeline-Sink] Frame 1336 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 34.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.4ms
2026-07-20 18:30:44.840 [DEBUG] [Pipeline-Sink] Frame 1337 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 22.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.7ms
2026-07-20 18:30:44.873 [DEBUG] [Pipeline-Sink] Frame 1338 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.7ms
2026-07-20 18:30:44.907 [DEBUG] [Pipeline-Sink] Frame 1339 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 22.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.6ms
2026-07-20 18:30:44.940 [DEBUG] [Pipeline-Sink] Frame 1340 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 30.9ms
2026-07-20 18:30:44.973 [DEBUG] [Pipeline-Sink] Frame 1341 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 33.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.4ms
2026-07-20 18:30:45.007 [DEBUG] [Pipeline-Sink] Frame 1342 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 21.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.4ms
2026-07-20 18:30:45.040 [DEBUG] [Pipeline-Sink] Frame 1343 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 21.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.6ms
2026-07-20 18:30:45.073 [DEBUG] [Pipeline-Sink] Frame 1344 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 34.1ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.6ms
2026-07-20 18:30:45.107 [DEBUG] [Pipeline-Sink] Frame 1345 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 22.4ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.5ms
2026-07-20 18:30:45.140 [DEBUG] [Pipeline-Sink] Frame 1346 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 22.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.3ms
2026-07-20 18:30:45.173 [DEBUG] [Pipeline-Sink] Frame 1347 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 22.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 41.6ms
2026-07-20 18:30:45.207 [DEBUG] [Pipeline-Sink] Frame 1348 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.5ms
2026-07-20 18:30:45.240 [DEBUG] [Pipeline-Sink] Frame 1349 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 33.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.2ms
2026-07-20 18:30:45.273 [DEBUG] [Pipeline-Sink] Frame 1350 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 22.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.8ms
2026-07-20 18:30:45.307 [DEBUG] [Pipeline-Sink] Frame 1351 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 22.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.7ms
2026-07-20 18:30:45.340 [DEBUG] [Pipeline-Sink] Frame 1352 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 32.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.2ms
2026-07-20 18:30:45.373 [DEBUG] [Pipeline-Sink] Frame 1353 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 33.8ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.0ms
2026-07-20 18:30:45.407 [DEBUG] [Pipeline-Sink] Frame 1354 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 22.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.9ms
2026-07-20 18:30:45.440 [DEBUG] [Pipeline-Sink] Frame 1355 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 33.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.8ms
2026-07-20 18:30:45.473 [DEBUG] [Pipeline-Sink] Frame 1356 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 22.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.2ms
2026-07-20 18:30:45.507 [DEBUG] [Pipeline-Sink] Frame 1357 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 21.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 41.8ms
2026-07-20 18:30:45.540 [DEBUG] [Pipeline-Sink] Frame 1358 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 21.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 41.3ms
2026-07-20 18:30:45.573 [DEBUG] [Pipeline-Sink] Frame 1359 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 32.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 52.4ms
2026-07-20 18:30:45.607 [DEBUG] [Pipeline-Sink] Frame 1360 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 21.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.4ms
2026-07-20 18:30:45.640 [DEBUG] [Pipeline-Sink] Frame 1361 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.3ms
2026-07-20 18:30:45.673 [DEBUG] [Pipeline-Sink] Frame 1362 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 32.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.0ms
2026-07-20 18:30:45.707 [DEBUG] [Pipeline-Sink] Frame 1363 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 33.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.6ms
2026-07-20 18:30:45.740 [DEBUG] [Pipeline-Sink] Frame 1364 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 34.1ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.8ms
2026-07-20 18:30:45.773 [DEBUG] [Pipeline-Sink] Frame 1365 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 23.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.6ms
2026-07-20 18:30:45.807 [DEBUG] [Pipeline-Sink] Frame 1366 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 34.1ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.2ms
2026-07-20 18:30:45.840 [DEBUG] [Pipeline-Sink] Frame 1367 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 33.2ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.4ms
2026-07-20 18:30:45.873 [DEBUG] [Pipeline-Sink] Frame 1368 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 33.1ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.6ms
2026-07-20 18:30:45.907 [DEBUG] [Pipeline-Sink] Frame 1369 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 22.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.4ms
2026-07-20 18:30:45.940 [DEBUG] [Pipeline-Sink] Frame 1370 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 23.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.9ms
2026-07-20 18:30:45.973 [DEBUG] [Pipeline-Sink] Frame 1371 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 32.9ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.3ms
2026-07-20 18:30:46.007 [DEBUG] [Pipeline-Sink] Frame 1372 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 33.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.9ms
2026-07-20 18:30:46.040 [DEBUG] [Pipeline-Sink] Frame 1373 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 33.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.0ms
2026-07-20 18:30:46.073 [DEBUG] [Pipeline-Sink] Frame 1374 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.6ms
2026-07-20 18:30:46.107 [DEBUG] [Pipeline-Sink] Frame 1375 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.3ms
2026-07-20 18:30:46.140 [DEBUG] [Pipeline-Sink] Frame 1376 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:46.173 [DEBUG] [Pipeline-Sink] Frame 1377 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.2ms
2026-07-20 18:30:46.207 [DEBUG] [Pipeline-Sink] Frame 1378 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 22.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.0ms
2026-07-20 18:30:46.240 [DEBUG] [Pipeline-Sink] Frame 1379 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 23.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.7ms
2026-07-20 18:30:46.273 [DEBUG] [Pipeline-Sink] Frame 1380 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 32.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.1ms
2026-07-20 18:30:46.307 [DEBUG] [Pipeline-Sink] Frame 1381 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 33.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.5ms
2026-07-20 18:30:46.340 [DEBUG] [Pipeline-Sink] Frame 1382 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 30.9ms
2026-07-20 18:30:46.373 [DEBUG] [Pipeline-Sink] Frame 1383 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 34.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.7ms
2026-07-20 18:30:46.407 [DEBUG] [Pipeline-Sink] Frame 1384 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 34.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.5ms
2026-07-20 18:30:46.440 [DEBUG] [Pipeline-Sink] Frame 1385 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.6ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.6ms
2026-07-20 18:30:46.473 [DEBUG] [Pipeline-Sink] Frame 1386 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 32.9ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.2ms
2026-07-20 18:30:46.507 [DEBUG] [Pipeline-Sink] Frame 1387 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 10.8ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.3ms
2026-07-20 18:30:46.540 [DEBUG] [Pipeline-Sink] Frame 1388 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 21.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 41.6ms
2026-07-20 18:30:46.573 [DEBUG] [Pipeline-Sink] Frame 1389 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 22.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.0ms
2026-07-20 18:30:46.607 [DEBUG] [Pipeline-Sink] Frame 1390 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 34.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.0ms
2026-07-20 18:30:46.640 [DEBUG] [Pipeline-Sink] Frame 1391 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 22.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.2ms
2026-07-20 18:30:46.673 [DEBUG] [Pipeline-Sink] Frame 1392 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 22.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.2ms
2026-07-20 18:30:46.707 [DEBUG] [Pipeline-Sink] Frame 1393 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.5ms
2026-07-20 18:30:46.740 [DEBUG] [Pipeline-Sink] Frame 1394 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 34.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.6ms
2026-07-20 18:30:46.773 [DEBUG] [Pipeline-Sink] Frame 1395 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.7ms
2026-07-20 18:30:46.807 [DEBUG] [Pipeline-Sink] Frame 1396 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 32.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.2ms
2026-07-20 18:30:46.840 [DEBUG] [Pipeline-Sink] Frame 1397 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:46.873 [DEBUG] [Pipeline-Sink] Frame 1398 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 21.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.0ms
2026-07-20 18:30:46.907 [DEBUG] [Pipeline-Sink] Frame 1399 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 34.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.5ms
2026-07-20 18:30:46.940 [DEBUG] [Pipeline-Sink] Frame 1400 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.1ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.3ms
2026-07-20 18:30:46.973 [DEBUG] [Pipeline-Sink] Frame 1401 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.1ms
2026-07-20 18:30:47.007 [DEBUG] [Pipeline-Sink] Frame 1402 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 22.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.9ms
2026-07-20 18:30:47.040 [DEBUG] [Pipeline-Sink] Frame 1403 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.7ms
2026-07-20 18:30:47.073 [DEBUG] [Pipeline-Sink] Frame 1404 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.9ms
2026-07-20 18:30:47.107 [DEBUG] [Pipeline-Sink] Frame 1405 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.3ms
