2026-07-20 17:30:00.001 [INFO] [System] COWdeploy Edge Benchmarking Suite (Precision: FP16)
2026-07-20 17:30:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 17:30:00.030 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 17:30:00.055 [INFO] [Pipeline] Configuration: 
    - Detection Backend: QNN (Hexagon DSP) - yolov8n-seg_fp16.bin
    - Feature Extractor Backend: QNN (Hexagon DSP) - dinov2_vits14_fp16.bin
2026-07-20 17:30:00.110 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 17:30:00.120 [INFO] [QNN] Loading libQnnHtp.so (Hexagon Tensor Processor)...
2026-07-20 17:30:00.165 [INFO] [QNN] Loading context binary yolov8n-seg_fp16.bin to CDSP...
2026-07-20 17:30:00.175 [INFO] [QNN] Model loaded. Optimized for FP16.
2026-07-20 17:30:00.180 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 17:30:00.218 [DEBUG] [Frame 0000] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(fp16): 25.6ms | DINOv2: Skipped | Total: 38.4ms
2026-07-20 17:31:50.786 [DEBUG] [Frame 1398] Decode(GPU): 11.2ms | Preprocess: 1.4ms | YOLO(fp16): 24.2ms | DINOv2(fp16): 44.8ms (2 crops) | Total: 83.9ms
2026-07-20 17:31:50.848 [DEBUG] [Frame 1399] Decode(GPU): 11.1ms | Preprocess: 1.0ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 23.0ms (1 crops) | Total: 62.0ms
2026-07-20 17:31:50.957 [DEBUG] [Frame 1400] Decode(GPU): 12.7ms | Preprocess: 1.4ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 67.5ms (3 crops) | Total: 109.0ms
2026-07-20 17:31:51.020 [DEBUG] [Frame 1401] Decode(GPU): 11.1ms | Preprocess: 1.0ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 22.7ms (1 crops) | Total: 62.6ms
2026-07-20 17:31:51.103 [DEBUG] [Frame 1402] Decode(GPU): 10.6ms | Preprocess: 1.5ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 44.2ms (2 crops) | Total: 83.3ms
2026-07-20 17:31:51.210 [DEBUG] [Frame 1403] Decode(GPU): 12.4ms | Preprocess: 1.1ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 66.3ms (3 crops) | Total: 107.3ms
2026-07-20 17:31:51.296 [DEBUG] [Frame 1404] Decode(GPU): 11.8ms | Preprocess: 1.5ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 44.3ms (2 crops) | Total: 85.8ms
2026-07-20 17:31:51.404 [DEBUG] [Frame 1405] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 68.6ms (3 crops) | Total: 108.0ms
2026-07-20 17:31:51.514 [DEBUG] [Frame 1406] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 68.6ms (3 crops) | Total: 110.4ms
2026-07-20 17:31:51.575 [DEBUG] [Frame 1407] Decode(GPU): 10.5ms | Preprocess: 1.2ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 60.3ms
2026-07-20 17:31:51.659 [DEBUG] [Frame 1408] Decode(GPU): 10.9ms | Preprocess: 1.2ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 44.8ms (2 crops) | Total: 84.7ms
2026-07-20 17:31:51.721 [DEBUG] [Frame 1409] Decode(GPU): 11.7ms | Preprocess: 1.3ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 22.5ms (1 crops) | Total: 61.5ms
2026-07-20 17:31:51.783 [DEBUG] [Frame 1410] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 61.8ms
2026-07-20 17:31:51.891 [DEBUG] [Frame 1411] Decode(GPU): 11.5ms | Preprocess: 1.1ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 66.5ms (3 crops) | Total: 108.1ms
2026-07-20 17:31:51.953 [DEBUG] [Frame 1412] Decode(GPU): 10.9ms | Preprocess: 1.1ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 22.0ms (1 crops) | Total: 62.0ms
2026-07-20 17:31:52.039 [DEBUG] [Frame 1413] Decode(GPU): 11.5ms | Preprocess: 1.4ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 45.7ms (2 crops) | Total: 85.9ms
2026-07-20 17:31:52.124 [DEBUG] [Frame 1414] Decode(GPU): 10.8ms | Preprocess: 1.2ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 45.1ms (2 crops) | Total: 85.7ms
2026-07-20 17:31:52.207 [DEBUG] [Frame 1415] Decode(GPU): 11.1ms | Preprocess: 1.2ms | YOLO(fp16): 24.2ms | DINOv2(fp16): 44.0ms (2 crops) | Total: 82.9ms
2026-07-20 17:31:52.271 [DEBUG] [Frame 1416] Decode(GPU): 12.0ms | Preprocess: 1.1ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 63.5ms
2026-07-20 17:31:52.356 [DEBUG] [Frame 1417] Decode(GPU): 11.9ms | Preprocess: 1.1ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 44.4ms (2 crops) | Total: 85.4ms
2026-07-20 17:31:52.420 [DEBUG] [Frame 1418] Decode(GPU): 11.5ms | Preprocess: 1.5ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 63.4ms
2026-07-20 17:31:52.504 [DEBUG] [Frame 1419] Decode(GPU): 10.9ms | Preprocess: 1.2ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 44.4ms (2 crops) | Total: 84.5ms
2026-07-20 17:31:52.589 [DEBUG] [Frame 1420] Decode(GPU): 11.3ms | Preprocess: 1.5ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 45.1ms (2 crops) | Total: 85.0ms
2026-07-20 17:31:52.697 [DEBUG] [Frame 1421] Decode(GPU): 11.4ms | Preprocess: 1.1ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 66.9ms (3 crops) | Total: 107.6ms
2026-07-20 17:31:52.808 [DEBUG] [Frame 1422] Decode(GPU): 11.5ms | Preprocess: 1.2ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 68.4ms (3 crops) | Total: 110.9ms
2026-07-20 17:31:52.914 [DEBUG] [Frame 1423] Decode(GPU): 11.3ms | Preprocess: 1.1ms | YOLO(fp16): 24.2ms | DINOv2(fp16): 67.0ms (3 crops) | Total: 106.7ms
2026-07-20 17:31:52.977 [DEBUG] [Frame 1424] Decode(GPU): 12.1ms | Preprocess: 1.3ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 63.1ms
2026-07-20 17:31:53.038 [DEBUG] [Frame 1425] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 60.8ms
2026-07-20 17:31:53.145 [DEBUG] [Frame 1426] Decode(GPU): 10.9ms | Preprocess: 1.3ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 66.1ms (3 crops) | Total: 107.1ms
2026-07-20 17:31:53.208 [DEBUG] [Frame 1427] Decode(GPU): 12.3ms | Preprocess: 1.5ms | YOLO(fp16): 25.4ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 62.9ms
2026-07-20 17:31:53.272 [DEBUG] [Frame 1428] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 22.1ms (1 crops) | Total: 63.5ms
2026-07-20 17:31:53.380 [DEBUG] [Frame 1429] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 66.3ms (3 crops) | Total: 108.2ms
2026-07-20 17:31:53.467 [DEBUG] [Frame 1430] Decode(GPU): 12.5ms | Preprocess: 1.1ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 44.5ms (2 crops) | Total: 86.9ms
2026-07-20 17:31:53.551 [DEBUG] [Frame 1431] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 45.1ms (2 crops) | Total: 83.7ms
2026-07-20 17:31:53.635 [DEBUG] [Frame 1432] Decode(GPU): 10.4ms | Preprocess: 1.3ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 45.9ms (2 crops) | Total: 84.8ms
2026-07-20 17:31:53.744 [DEBUG] [Frame 1433] Decode(GPU): 11.7ms | Preprocess: 1.0ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 67.9ms (3 crops) | Total: 108.3ms
2026-07-20 17:31:53.806 [DEBUG] [Frame 1434] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 23.0ms (1 crops) | Total: 62.1ms
2026-07-20 17:31:53.915 [DEBUG] [Frame 1435] Decode(GPU): 11.6ms | Preprocess: 1.1ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 67.4ms (3 crops) | Total: 109.1ms
2026-07-20 17:31:54.024 [DEBUG] [Frame 1436] Decode(GPU): 12.0ms | Preprocess: 1.5ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 67.8ms (3 crops) | Total: 108.9ms
2026-07-20 17:31:54.087 [DEBUG] [Frame 1437] Decode(GPU): 12.5ms | Preprocess: 1.2ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 62.8ms
2026-07-20 17:31:54.148 [DEBUG] [Frame 1438] Decode(GPU): 11.6ms | Preprocess: 1.2ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 22.1ms (1 crops) | Total: 61.1ms
2026-07-20 17:31:54.257 [DEBUG] [Frame 1439] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 68.2ms (3 crops) | Total: 109.7ms
2026-07-20 17:31:54.344 [DEBUG] [Frame 1440] Decode(GPU): 11.9ms | Preprocess: 1.0ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 45.1ms (2 crops) | Total: 86.8ms
2026-07-20 17:31:54.452 [DEBUG] [Frame 1441] Decode(GPU): 12.1ms | Preprocess: 1.4ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 66.6ms (3 crops) | Total: 107.9ms
2026-07-20 17:31:54.536 [DEBUG] [Frame 1442] Decode(GPU): 10.4ms | Preprocess: 1.1ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 44.7ms (2 crops) | Total: 83.9ms
2026-07-20 17:31:54.621 [DEBUG] [Frame 1443] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 45.2ms (2 crops) | Total: 85.0ms
2026-07-20 17:31:54.729 [DEBUG] [Frame 1444] Decode(GPU): 12.0ms | Preprocess: 1.1ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 66.3ms (3 crops) | Total: 107.8ms
2026-07-20 17:31:54.791 [DEBUG] [Frame 1445] Decode(GPU): 11.3ms | Preprocess: 1.3ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 62.2ms
2026-07-20 17:31:54.901 [DEBUG] [Frame 1446] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 68.5ms (3 crops) | Total: 109.8ms
2026-07-20 17:31:55.010 [DEBUG] [Frame 1447] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(fp16): 26.7ms | DINOv2(fp16): 66.3ms (3 crops) | Total: 109.5ms
2026-07-20 17:31:55.118 [DEBUG] [Frame 1448] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 67.1ms (3 crops) | Total: 107.5ms
2026-07-20 17:31:55.180 [DEBUG] [Frame 1449] Decode(GPU): 10.9ms | Preprocess: 1.3ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 62.1ms
2026-07-20 17:31:55.266 [DEBUG] [Frame 1450] Decode(GPU): 12.6ms | Preprocess: 1.0ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 44.4ms (2 crops) | Total: 85.9ms
2026-07-20 17:31:55.353 [DEBUG] [Frame 1451] Decode(GPU): 12.4ms | Preprocess: 1.2ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 87.1ms
2026-07-20 17:31:55.415 [DEBUG] [Frame 1452] Decode(GPU): 12.0ms | Preprocess: 1.5ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 62.3ms
2026-07-20 17:31:55.523 [DEBUG] [Frame 1453] Decode(GPU): 10.8ms | Preprocess: 1.3ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 66.7ms (3 crops) | Total: 107.6ms
2026-07-20 17:31:55.629 [DEBUG] [Frame 1454] Decode(GPU): 10.7ms | Preprocess: 1.3ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 66.6ms (3 crops) | Total: 106.4ms
2026-07-20 17:31:55.715 [DEBUG] [Frame 1455] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 45.7ms (2 crops) | Total: 85.7ms
2026-07-20 17:31:55.778 [DEBUG] [Frame 1456] Decode(GPU): 12.1ms | Preprocess: 1.1ms | YOLO(fp16): 25.4ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 62.8ms
2026-07-20 17:31:55.864 [DEBUG] [Frame 1457] Decode(GPU): 12.2ms | Preprocess: 1.2ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 44.3ms (2 crops) | Total: 86.0ms
2026-07-20 17:31:55.973 [DEBUG] [Frame 1458] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 67.4ms (3 crops) | Total: 108.7ms
2026-07-20 17:31:56.058 [DEBUG] [Frame 1459] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 85.8ms
2026-07-20 17:31:56.168 [DEBUG] [Frame 1460] Decode(GPU): 11.7ms | Preprocess: 1.1ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 67.0ms (3 crops) | Total: 109.6ms
2026-07-20 17:31:56.232 [DEBUG] [Frame 1461] Decode(GPU): 12.4ms | Preprocess: 1.0ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 22.5ms (1 crops) | Total: 63.5ms
2026-07-20 17:31:56.295 [DEBUG] [Frame 1462] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 63.9ms
2026-07-20 17:31:56.359 [DEBUG] [Frame 1463] Decode(GPU): 12.5ms | Preprocess: 1.2ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 63.7ms
2026-07-20 17:31:56.422 [DEBUG] [Frame 1464] Decode(GPU): 11.6ms | Preprocess: 1.1ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 22.7ms (1 crops) | Total: 63.0ms
2026-07-20 17:31:56.507 [DEBUG] [Frame 1465] Decode(GPU): 11.2ms | Preprocess: 1.0ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 44.9ms (2 crops) | Total: 85.2ms
2026-07-20 17:31:56.616 [DEBUG] [Frame 1466] Decode(GPU): 11.6ms | Preprocess: 1.4ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 66.7ms (3 crops) | Total: 108.2ms
2026-07-20 17:31:56.679 [DEBUG] [Frame 1467] Decode(GPU): 11.4ms | Preprocess: 1.5ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 63.2ms
2026-07-20 17:31:56.789 [DEBUG] [Frame 1468] Decode(GPU): 11.8ms | Preprocess: 1.0ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 68.4ms (3 crops) | Total: 110.2ms
2026-07-20 17:31:56.898 [DEBUG] [Frame 1469] Decode(GPU): 10.9ms | Preprocess: 1.2ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 68.5ms (3 crops) | Total: 109.1ms
2026-07-20 17:31:56.960 [DEBUG] [Frame 1470] Decode(GPU): 11.4ms | Preprocess: 1.1ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 62.3ms
2026-07-20 17:31:57.021 [DEBUG] [Frame 1471] Decode(GPU): 10.5ms | Preprocess: 1.2ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 23.0ms (1 crops) | Total: 61.0ms
2026-07-20 17:31:57.131 [DEBUG] [Frame 1472] Decode(GPU): 11.7ms | Preprocess: 1.4ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 67.9ms (3 crops) | Total: 109.5ms
2026-07-20 17:31:57.239 [DEBUG] [Frame 1473] Decode(GPU): 11.7ms | Preprocess: 1.1ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 68.0ms (3 crops) | Total: 108.6ms
2026-07-20 17:31:57.350 [DEBUG] [Frame 1474] Decode(GPU): 11.4ms | Preprocess: 1.5ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 68.7ms (3 crops) | Total: 110.1ms
2026-07-20 17:31:57.411 [DEBUG] [Frame 1475] Decode(GPU): 10.5ms | Preprocess: 1.3ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 61.2ms
2026-07-20 17:31:57.497 [DEBUG] [Frame 1476] Decode(GPU): 11.8ms | Preprocess: 1.0ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 45.6ms (2 crops) | Total: 86.4ms
2026-07-20 17:31:57.561 [DEBUG] [Frame 1477] Decode(GPU): 12.5ms | Preprocess: 1.1ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 64.1ms
2026-07-20 17:31:57.648 [DEBUG] [Frame 1478] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 45.6ms (2 crops) | Total: 86.9ms
2026-07-20 17:31:57.734 [DEBUG] [Frame 1479] Decode(GPU): 11.3ms | Preprocess: 1.3ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 45.6ms (2 crops) | Total: 86.1ms
2026-07-20 17:31:57.845 [DEBUG] [Frame 1480] Decode(GPU): 11.9ms | Preprocess: 1.4ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 67.8ms (3 crops) | Total: 110.7ms
2026-07-20 17:31:57.952 [DEBUG] [Frame 1481] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 67.0ms (3 crops) | Total: 106.8ms
2026-07-20 17:31:58.058 [DEBUG] [Frame 1482] Decode(GPU): 10.2ms | Preprocess: 1.3ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 66.9ms (3 crops) | Total: 106.3ms
2026-07-20 17:31:58.119 [DEBUG] [Frame 1483] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 61.2ms
2026-07-20 17:31:58.226 [DEBUG] [Frame 1484] Decode(GPU): 10.8ms | Preprocess: 1.4ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 66.2ms (3 crops) | Total: 106.9ms
2026-07-20 17:31:58.336 [DEBUG] [Frame 1485] Decode(GPU): 12.5ms | Preprocess: 1.3ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 66.9ms (3 crops) | Total: 109.9ms
2026-07-20 17:31:58.400 [DEBUG] [Frame 1486] Decode(GPU): 12.4ms | Preprocess: 1.5ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 22.5ms (1 crops) | Total: 63.8ms
2026-07-20 17:31:58.463 [DEBUG] [Frame 1487] Decode(GPU): 12.0ms | Preprocess: 1.2ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 62.9ms
2026-07-20 17:31:58.527 [DEBUG] [Frame 1488] Decode(GPU): 12.5ms | Preprocess: 1.5ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 63.9ms
2026-07-20 17:31:58.612 [DEBUG] [Frame 1489] Decode(GPU): 11.9ms | Preprocess: 1.0ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 44.6ms (2 crops) | Total: 85.3ms
2026-07-20 17:31:58.698 [DEBUG] [Frame 1490] Decode(GPU): 11.9ms | Preprocess: 1.5ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 45.0ms (2 crops) | Total: 85.8ms
2026-07-20 17:31:58.785 [DEBUG] [Frame 1491] Decode(GPU): 12.6ms | Preprocess: 1.3ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 45.4ms (2 crops) | Total: 87.5ms
2026-07-20 17:31:58.895 [DEBUG] [Frame 1492] Decode(GPU): 12.6ms | Preprocess: 1.4ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 66.5ms (3 crops) | Total: 109.4ms
2026-07-20 17:31:59.002 [DEBUG] [Frame 1493] Decode(GPU): 10.4ms | Preprocess: 1.0ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 68.0ms (3 crops) | Total: 106.8ms
2026-07-20 17:31:59.086 [DEBUG] [Frame 1494] Decode(GPU): 10.7ms | Preprocess: 1.2ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 45.1ms (2 crops) | Total: 84.1ms
2026-07-20 17:31:59.173 [DEBUG] [Frame 1495] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 87.2ms
2026-07-20 17:31:59.284 [DEBUG] [Frame 1496] Decode(GPU): 11.8ms | Preprocess: 1.0ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 68.4ms (3 crops) | Total: 111.0ms
2026-07-20 17:31:59.394 [DEBUG] [Frame 1497] Decode(GPU): 12.3ms | Preprocess: 1.1ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 67.3ms (3 crops) | Total: 110.4ms
2026-07-20 17:31:59.505 [DEBUG] [Frame 1498] Decode(GPU): 11.6ms | Preprocess: 1.4ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 68.6ms (3 crops) | Total: 111.1ms
2026-07-20 17:31:59.615 [DEBUG] [Frame 1499] Decode(GPU): 12.2ms | Preprocess: 1.2ms | YOLO(fp16): 26.7ms | DINOv2(fp16): 66.8ms (3 crops) | Total: 110.0ms
2026-07-20 17:31:59.723 [DEBUG] [Frame 1500] Decode(GPU): 11.5ms | Preprocess: 1.1ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 66.9ms (3 crops) | Total: 107.8ms
2026-07-20 17:31:59.833 [DEBUG] [Frame 1501] Decode(GPU): 10.9ms | Preprocess: 1.4ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 68.5ms (3 crops) | Total: 109.5ms
2026-07-20 17:31:59.918 [DEBUG] [Frame 1502] Decode(GPU): 11.3ms | Preprocess: 1.1ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 46.0ms (2 crops) | Total: 85.6ms
2026-07-20 17:32:00.001 [DEBUG] [Frame 1503] Decode(GPU): 10.2ms | Preprocess: 1.3ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 44.2ms (2 crops) | Total: 82.9ms
2026-07-20 17:32:00.112 [DEBUG] [Frame 1504] Decode(GPU): 12.3ms | Preprocess: 1.1ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 67.8ms (3 crops) | Total: 110.7ms
2026-07-20 17:32:00.195 [DEBUG] [Frame 1505] Decode(GPU): 11.8ms | Preprocess: 1.4ms | YOLO(fp16): 24.2ms | DINOv2(fp16): 44.3ms (2 crops) | Total: 83.7ms
2026-07-20 17:32:00.257 [DEBUG] [Frame 1506] Decode(GPU): 12.3ms | Preprocess: 1.2ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 61.7ms
2026-07-20 17:32:00.318 [DEBUG] [Frame 1507] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 22.0ms (1 crops) | Total: 61.3ms
2026-07-20 17:32:00.380 [DEBUG] [Frame 1508] Decode(GPU): 11.5ms | Preprocess: 1.1ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 22.0ms (1 crops) | Total: 61.4ms
2026-07-20 17:32:00.463 [DEBUG] [Frame 1509] Decode(GPU): 10.3ms | Preprocess: 1.0ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 83.3ms
2026-07-20 17:32:00.548 [DEBUG] [Frame 1510] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 45.9ms (2 crops) | Total: 85.1ms
2026-07-20 17:32:00.635 [DEBUG] [Frame 1511] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 45.8ms (2 crops) | Total: 86.9ms
2026-07-20 17:32:00.699 [DEBUG] [Frame 1512] Decode(GPU): 12.2ms | Preprocess: 1.0ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 64.1ms
2026-07-20 17:32:00.783 [DEBUG] [Frame 1513] Decode(GPU): 10.8ms | Preprocess: 1.4ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 44.7ms (2 crops) | Total: 83.8ms
2026-07-20 17:32:00.868 [DEBUG] [Frame 1514] Decode(GPU): 10.3ms | Preprocess: 1.0ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 45.8ms (2 crops) | Total: 84.9ms
2026-07-20 17:32:00.930 [DEBUG] [Frame 1515] Decode(GPU): 12.1ms | Preprocess: 1.1ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 62.3ms
2026-07-20 17:32:01.016 [DEBUG] [Frame 1516] Decode(GPU): 12.2ms | Preprocess: 1.4ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 45.0ms (2 crops) | Total: 85.8ms
2026-07-20 17:32:01.127 [DEBUG] [Frame 1517] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 68.8ms (3 crops) | Total: 111.4ms
2026-07-20 17:32:01.190 [DEBUG] [Frame 1518] Decode(GPU): 11.5ms | Preprocess: 1.3ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 62.7ms
2026-07-20 17:32:01.276 [DEBUG] [Frame 1519] Decode(GPU): 11.8ms | Preprocess: 1.0ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 45.9ms (2 crops) | Total: 85.7ms
2026-07-20 17:32:01.360 [DEBUG] [Frame 1520] Decode(GPU): 10.3ms | Preprocess: 1.4ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 44.4ms (2 crops) | Total: 84.6ms
2026-07-20 17:32:01.469 [DEBUG] [Frame 1521] Decode(GPU): 10.5ms | Preprocess: 1.4ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 67.6ms (3 crops) | Total: 108.4ms
2026-07-20 17:32:01.554 [DEBUG] [Frame 1522] Decode(GPU): 11.1ms | Preprocess: 1.3ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 45.5ms (2 crops) | Total: 84.6ms
