2026-07-20 18:14:37.817 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.1 (Radxa CM5 / RK3588)
2026-07-20 18:14:37.817 [INFO] [System] Hardware: Radxa CM5 (Rockchip RK3588 - 6 TOPS NPU)
2026-07-20 18:14:37.817 [INFO] [System] OS: Ubuntu 22.04 LTS aarch64 (Radxa OS)
2026-07-20 18:14:37.817 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.8 GB
2026-07-20 18:14:37.817 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | Target FPS: 25.0 | Frames: 1800 (72s)
2026-07-20 18:14:37.817 [INFO] [Pipeline] Configuration: 
    - RKNN Toolkit Version: 2.0.0
    - Video Decode: MPP (Media Process Platform)
    - Preprocess: RGA (Raster Graphic Acceleration) Hardware Resizer
    - Detection Backend: rknn_api (NPU INT8) - yolov8n-seg.rknn
    - Feature Extractor Backend: rknn_api (NPU INT8) - dinov2_vits14.rknn
    - Memory Architecture: dma_buf (Zero-Copy between MPP -> RGA -> RKNN)
2026-07-20 18:14:37.817 [INFO] [RKNN] Loading model yolov8n-seg.rknn...
2026-07-20 18:14:37.918 [INFO] [RKNN] Loaded successfully. Input: [1, 640, 640, 3]. Precision: INT8. Target: RK3588 NPU Core 0.
2026-07-20 18:14:37.918 [INFO] [RKNN] Loading model dinov2_vits14.rknn...
2026-07-20 18:14:38.019 [INFO] [RKNN] Loaded successfully. Input: [1, 224, 224, 3]. Precision: INT8. Target: RK3588 NPU Core 1 & 2.
2026-07-20 18:14:38.019 [INFO] [Pipeline] Starting asynchronous RKNN C++ pipeline...
2026-07-20 18:14:38.019 [DEBUG] [Frame 0000] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1506] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1507] Decode(MPP): 7.9ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.1ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1508] Decode(MPP): 7.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1509] Decode(MPP): 7.5ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1510] Decode(MPP): 7.9ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1511] Decode(MPP): 8.3ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1512] Decode(MPP): 8.3ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.9ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1513] Decode(MPP): 8.3ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.9ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1514] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1515] Decode(MPP): 8.2ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1516] Decode(MPP): 8.4ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1517] Decode(MPP): 8.2ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1518] Decode(MPP): 8.0ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1519] Decode(MPP): 8.2ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1520] Decode(MPP): 7.8ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1521] Decode(MPP): 7.8ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1522] Decode(MPP): 7.6ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1523] Decode(MPP): 7.7ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1524] Decode(MPP): 7.7ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1525] Decode(MPP): 8.2ms | Resize(RGA): 2.8ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1526] Decode(MPP): 8.2ms | Resize(RGA): 2.8ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1527] Decode(MPP): 7.9ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1528] Decode(MPP): 7.6ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1529] Decode(MPP): 7.6ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.9ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1530] Decode(MPP): 7.9ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1531] Decode(MPP): 8.0ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.3ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1532] Decode(MPP): 8.2ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1533] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1534] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.9ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1535] Decode(MPP): 8.0ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.9ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1536] Decode(MPP): 7.8ms | Resize(RGA): 3.2ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.2ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1537] Decode(MPP): 7.8ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1538] Decode(MPP): 8.3ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.9ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1539] Decode(MPP): 8.2ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.1ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1540] Decode(MPP): 8.2ms | Resize(RGA): 3.4ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.4ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1541] Decode(MPP): 8.0ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1542] Decode(MPP): 7.6ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1543] Decode(MPP): 8.1ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1544] Decode(MPP): 7.8ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1545] Decode(MPP): 7.8ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1546] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1547] Decode(MPP): 7.7ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1548] Decode(MPP): 7.6ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1549] Decode(MPP): 7.6ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1550] Decode(MPP): 7.5ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1551] Decode(MPP): 7.5ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1552] Decode(MPP): 8.1ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1553] Decode(MPP): 8.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1554] Decode(MPP): 8.5ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1555] Decode(MPP): 8.1ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1556] Decode(MPP): 7.6ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1557] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.9ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1558] Decode(MPP): 8.4ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1559] Decode(MPP): 8.3ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1560] Decode(MPP): 7.8ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1561] Decode(MPP): 8.1ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1562] Decode(MPP): 7.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1563] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.1ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1564] Decode(MPP): 8.4ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.9ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1565] Decode(MPP): 7.8ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1566] Decode(MPP): 8.1ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1567] Decode(MPP): 8.4ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1568] Decode(MPP): 7.6ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.3ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1569] Decode(MPP): 7.7ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1570] Decode(MPP): 7.6ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.3ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1571] Decode(MPP): 8.1ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1572] Decode(MPP): 8.1ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1573] Decode(MPP): 8.2ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1574] Decode(MPP): 8.2ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.3ms
2026-07-20 18:14:38.040 [DEBUG] [Frame 1575] Decode(MPP): 7.8ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1576] Decode(MPP): 7.9ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1577] Decode(MPP): 8.3ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1578] Decode(MPP): 8.3ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1579] Decode(MPP): 7.9ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1580] Decode(MPP): 7.6ms | Resize(RGA): 3.5ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1581] Decode(MPP): 8.1ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1582] Decode(MPP): 8.1ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1583] Decode(MPP): 7.6ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1584] Decode(MPP): 7.9ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1585] Decode(MPP): 8.1ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1586] Decode(MPP): 7.6ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1587] Decode(MPP): 8.0ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1588] Decode(MPP): 8.4ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1589] Decode(MPP): 8.4ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1590] Decode(MPP): 8.3ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1591] Decode(MPP): 8.2ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1592] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.9ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1593] Decode(MPP): 8.0ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1594] Decode(MPP): 8.4ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1595] Decode(MPP): 8.3ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1596] Decode(MPP): 7.7ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1597] Decode(MPP): 7.9ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1598] Decode(MPP): 8.4ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1599] Decode(MPP): 8.3ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1600] Decode(MPP): 7.9ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1601] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.2ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1602] Decode(MPP): 8.0ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1603] Decode(MPP): 7.6ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1604] Decode(MPP): 7.7ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1605] Decode(MPP): 8.5ms | Resize(RGA): 3.5ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1606] Decode(MPP): 8.1ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1607] Decode(MPP): 8.0ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1608] Decode(MPP): 8.4ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1609] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1610] Decode(MPP): 7.6ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1611] Decode(MPP): 7.9ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1612] Decode(MPP): 7.6ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1613] Decode(MPP): 8.3ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1614] Decode(MPP): 8.0ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1615] Decode(MPP): 8.3ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1616] Decode(MPP): 8.4ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1617] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
