2026-07-20 18:20:39.003 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.0 (Jetson Orin NX)
2026-07-20 18:20:39.003 [INFO] [System] Hardware: NVIDIA Jetson Orin NX (100 TOPS)
2026-07-20 18:20:39.003 [INFO] [System] OS: Ubuntu 24.04 LTS aarch64 (JetPack 7.2)
2026-07-20 18:20:39.003 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.1 GB
2026-07-20 18:20:39.003 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:20:39.003 [INFO] [Pipeline] Configuration: 
    - DeepStream Version: 9.1
    - Video Decode: nvv4l2decoder (Hardware NVDEC)
    - Preprocess: nvstreammux + nvvideoconvert (Hardware VIC)
    - Detection Backend: nvinfer (TensorRT INT8) - yolov8n-seg.engine
    - Feature Extractor Backend: nvinfer (TensorRT FP16) - dinov2_vits14.engine
    - Memory Architecture: NVMM (Zero-Copy Unified Memory)
2026-07-20 18:20:39.003 [INFO] [TensorRT] Loading engine yolov8n-seg.engine...
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 640, 640]. Precision: INT8. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loading engine dinov2_vits14.engine...
2026-07-20 18:20:39.203 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 224, 224]. Precision: FP16. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.203 [INFO] [Pipeline] Starting asynchronous DeepStream pipeline...
2026-07-20 18:20:39.203 [DEBUG] [Frame 0000] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1487] Decode(NVDEC): 4.0ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 24.0ms (3 crops) | Total Pipelined Latency: 27.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1488] Decode(NVDEC): 4.0ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.5ms (2 crops) | Total Pipelined Latency: 18.5ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1489] Decode(NVDEC): 4.3ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 8.5ms (1 crops) | Total Pipelined Latency: 10.1ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1490] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 8.4ms (1 crops) | Total Pipelined Latency: 9.8ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1491] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 23.6ms (3 crops) | Total Pipelined Latency: 26.5ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1492] Decode(NVDEC): 4.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1493] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1494] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 16.2ms (2 crops) | Total Pipelined Latency: 18.2ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1495] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 25.0ms (3 crops) | Total Pipelined Latency: 27.3ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1496] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 23.5ms (3 crops) | Total Pipelined Latency: 26.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1497] Decode(NVDEC): 4.0ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 8.2ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1498] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 18.3ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1499] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 25.1ms (3 crops) | Total Pipelined Latency: 28.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1500] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1501] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1502] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1503] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1504] Decode(NVDEC): 3.6ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1505] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1506] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1507] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1508] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1509] Decode(NVDEC): 3.9ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1510] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1511] Decode(NVDEC): 4.0ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1512] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.3ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1513] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1514] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1515] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.3ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1516] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1517] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1518] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1519] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1520] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1521] Decode(NVDEC): 4.4ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1522] Decode(NVDEC): 3.8ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1523] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1524] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1525] Decode(NVDEC): 3.6ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.3ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1526] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1527] Decode(NVDEC): 3.6ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1528] Decode(NVDEC): 4.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1529] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1530] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1531] Decode(NVDEC): 4.0ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1532] Decode(NVDEC): 3.9ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1533] Decode(NVDEC): 4.0ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1534] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1535] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1536] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1537] Decode(NVDEC): 3.8ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1538] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1539] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1540] Decode(NVDEC): 4.0ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1541] Decode(NVDEC): 4.4ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.4ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1542] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1543] Decode(NVDEC): 4.2ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1544] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1545] Decode(NVDEC): 3.8ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1546] Decode(NVDEC): 4.0ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.2ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1547] Decode(NVDEC): 4.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.4ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1548] Decode(NVDEC): 3.5ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1549] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1550] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1551] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1552] Decode(NVDEC): 3.6ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.1ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1553] Decode(NVDEC): 3.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.2ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1554] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1555] Decode(NVDEC): 3.8ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1556] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1557] Decode(NVDEC): 3.9ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1558] Decode(NVDEC): 4.0ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1559] Decode(NVDEC): 4.0ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1560] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1561] Decode(NVDEC): 3.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.3ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1562] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1563] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1564] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1565] Decode(NVDEC): 4.0ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1566] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1567] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1568] Decode(NVDEC): 3.7ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1569] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1570] Decode(NVDEC): 4.2ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1571] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1572] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1573] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.219 [DEBUG] [Frame 1574] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1575] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1576] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1577] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1578] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1579] Decode(NVDEC): 4.2ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1580] Decode(NVDEC): 4.0ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1581] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1582] Decode(NVDEC): 4.5ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.5ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1583] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1584] Decode(NVDEC): 3.9ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1585] Decode(NVDEC): 3.8ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1586] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.2ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1587] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1588] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1589] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1590] Decode(NVDEC): 3.6ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1591] Decode(NVDEC): 4.1ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1592] Decode(NVDEC): 4.2ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1593] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1594] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1595] Decode(NVDEC): 3.8ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1596] Decode(NVDEC): 4.2ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1597] Decode(NVDEC): 4.4ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1598] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
